,Unnamed: 0,id,created_at,username,location,following,followers,retweetcount,text,azure_polar,azure_class,blob_polar,blob_subj
11349,11349,1495934021389496322,2022-02-22 01:30:38+00:00,anamika274,Canada.../UK,883,1209,0,USs new gameWorldWarIIIonly 20 percent of Ukrainians think there will b n invasion 625 percent think the invasion isnt goin2 happenWhy US now playing this game is this to distract the World worldpolitics politics ukrainerussia ukraineinvasion,-1.0,negative,-0.13181818181818183,0.42727272727272725
11351,11351,1495933743722344448,2022-02-22 01:29:32+00:00,PaulaCobia,Alabama,7858,13119,1,LindseyGrahamSC Mutually assured destruction Who knew you had a death wish Linsey Graham For the love bozoUkraine UkraineCrisis UkraineInvasion ukrainerussia UkraineRussiaConflict,-0.9299999999999999,negative,0.5,0.6
11353,11353,1495933577493688325,2022-02-22 01:28:52+00:00,Jackkp91,,12,1,0,The lunatic asylum that is Russia has finally decided to take a shit and smear it all over the walls KremlinRussiaE Vladimir Putin you are a mentally unstable World War 3 mongering CnUt Ukraine literally everyone is with you UkraineCrisis ukrainerussia WW3,-1.0,negative,-0.10000000000000002,0.6666666666666666
11354,11354,1495933518966370307,2022-02-22 01:28:38+00:00,twilly18,can only use 30 characters!!!!,267,196,0,Ukraine UkraineRussiaCrisis ukrainerussia UkraineConflict UkraineWar European is the enemy Russia or Airbus,-1.0,negative,0.0,0.0
11357,11357,1495933109434523649,2022-02-22 01:27:01+00:00,DavidSimonSPG,,396,177,1,I guess everyone owes MittRomney an apology ukrainerussia,-0.91,negative,0.0,0.0
11359,11359,1495932981122600960,2022-02-22 01:26:30+00:00,KrishnaChatta13,everywhere ,4571,2671,0,GOOD they would face no harmUkraineRussiaCrisisUkraineConflict Ukraina ukrainerussia Russia,0.31,positive,0.7,0.6000000000000001
11360,11360,1495932781679030274,2022-02-22 01:25:42+00:00,k_gaita,,27,11,0,ukrainerussia UkraineCrisis ukrainerussiacrisis Ukrain Russia Donbass NATO USA have peacekeepers in Syria stealing their oil and no one applied sanctionsLooks like Putin decided to use the same strategy as these USA,-0.89,negative,0.0,0.125
11361,11361,1495932672333520899,2022-02-22 01:25:16+00:00,hrynyk_marta,,142,37,0,The decision of the Russian Federation to recognize LPR DPR means Moscows complete waiver of its obligations under the Minsk agreements We requiresanctions against Russia Now We urge you to do this right now because tomorrow may be too late ukrainerussia JoeBiden,-0.63,negative,0.021428571428571422,0.3839285714285714
11362,11362,1495932379264860162,2022-02-22 01:24:06+00:00,NFBS_News,,0,51,0,Military equipment reported in KyivUkraine Ukraine UkraineCrisis UkraineWillResist Ukrainekrise Ukraina ukrainerussia Ukrainedoesnotattack Russia RussiaUkraineCrisis RussiaInvadedUkraine Russian RussianAggression Putin PutinsWar,-0.99,negative,-0.05,0.05
11364,11364,1495932339637133313,2022-02-22 01:23:57+00:00,wavedeva,US 🍎🦞🇺🇸🇫🇷👩🏾‍💻📊⛵️♻️🌊,157,111,0,Whats at Stake for the Global Economy as Conflict Looms in Ukraine Economics economy UkraineInvasion UkraineCrisis ukrainerussia Ukraine Russia energycrisis energytwitter war GlobalCrisis Food energy commodities WorldEconomies,-0.48,neutral,0.0,0.0
11367,11367,1495931917857923075,2022-02-22 01:22:16+00:00,AribelContreras,,2580,2839,0,Ukraine ukrainerussia Ukraine Russia Questions to reflect1Is the status quo living a breaking point due to the UkraineCrisis Ukrainekrise RussiaUkraineCrisis 2Is this the result of a power vacuum3 Is it the consequence of the NATOnization,-0.93,negative,-0.125,0.375
11369,11369,1495931422678425606,2022-02-22 01:20:18+00:00,RaviConcept,"Alpharetta, GA",446,208,0,World sees now what a weak President we have Its over 4 hours since putin signed the decree and UnitedStates government is clueless on what to do Ukraine UkraineCrisis ukrainerussia NASDAQ100 Futures JoeBiden lets go Brandon,-1.0,negative,-0.375,0.625
11370,11370,1495931322233204736,2022-02-22 01:19:54+00:00,JustTomasz15,,65,23,0,UkraineRussiaCr Videos on Social media show Russian Peacekeepers moving into the Donbas region with heavy artillery tanks missiles and other peacekeeping equipmentinvasion ukraine UkraineCrisis ukrainerussia UkraineInvasion UkraineRussiaConflict,-0.93,negative,-0.07291666666666667,0.23541666666666666
11372,11372,1495931025851097091,2022-02-22 01:18:44+00:00,MaritimerSachse,Kanada,132,43,1,My Heart and Thought are with Ukraine People UkraineCrisis UkraineRussia UNUkraineInvasion,-1.0,negative,0.0,0.0
11373,11373,1495930800059080706,2022-02-22 01:17:50+00:00,JustTomasz15,,65,23,0,YWNReporter Videos on Social media show Russian Peacekeepers moving into the Donbas region with heavy artillery tanks missiles and other peacekeeping equipmentinvasion ukraine UkraineCrisis ukrainerussia UkraineInvasion UkraineRussiaConflict,-0.97,negative,-0.07291666666666667,0.23541666666666666
11375,11375,1495930707906109445,2022-02-22 01:17:28+00:00,JKeinengel,,0,1,0,Putins emotionalI didnt know he had any feelings ukraine ukraineinvasion ukrainerussia via YahooNews,-0.72,negative,0.0,0.0
11376,11376,1495930260772503557,2022-02-22 01:15:41+00:00,Pot_o_Shib,"Chatan-cho, Okinawa",187,108,0,Regardless of Color Race Religion or Sex There is one huge fact that unites all of these things Your 401Ks are downBig time Crypto stockmarkets UkraineRussiaCrisis UkraineConflict ukrainerussia,-0.92,negative,0.4000000000000001,0.9
11377,11377,1495930238521462784,2022-02-22 01:15:36+00:00,JustTomasz15,,65,23,0,JoyceKaram Videos on Social media show Russian Peacekeepers moving into the Donbas region with heavy artillery tanks missiles and other peacekeeping equipmentinvasion ukraine UkraineCrisis ukrainerussia UkraineInvasion UkraineRussiaConflict,-0.96,negative,-0.07291666666666667,0.23541666666666666
11381,11381,1495929490853470209,2022-02-22 01:12:38+00:00,JustTomasz15,,65,23,0,NonBinaryChris Videos on Social media show Russian Peacekeepers moving into the Donbas region with heavy artillery tanks missiles and other peacekeeping equipmentinvasion ukraine UkraineCrisis ukrainerussia UkraineInvasion UkraineRussiaConflict,-0.98,negative,-0.07291666666666667,0.23541666666666666
11389,11389,1495927798061572104,2022-02-22 01:05:54+00:00,RaniSapra,"Michigan, USA",338,152,0,McFaul Its A Big Deal That Russian Bounty Intel Was In Trumps PDB T via YouTube dont forget Putin bounty on US Troops PutinsWar Dictatorship Bully small penis syndrome UkraineCrisis UkraineInvasion Ukraina ukrainerussia did Hitler have,-0.95,negative,-0.08333333333333333,0.16666666666666666
11390,11390,1495927044357636099,2022-02-22 01:02:55+00:00,missy1275,East Central Florida,3844,3818,13,UkraineRussia It is being reported by Russian media that Putin has informed Macron and Scholz that he will sign a decree granting Donetsk and Luhansk independence todayRAI,-0.15,neutral,0.0,0.0
11391,11391,1495926861968588801,2022-02-22 01:02:11+00:00,CloudDomicile,,418,687,1,Russia Ukraine Kazakhstan Belarus etc should be in one antiNATO military and economic union And will be Western imperialist scum liberals can cope and cry Ukraine ukrainerussia,-0.82,negative,-0.049999999999999996,0.17500000000000002
11392,11392,1495926741440811009,2022-02-22 01:01:42+00:00,NFBS_News,,0,51,0,Video of Russian BMPT Terminator on train Ukraine Ukrainian UkraineCrisis UkraineInvasion ukrainerussia Ukrainekrise UkrainiansWillResist Russia RussiaUkraineCrisis RussiaInvadedUkraine,-0.74,negative,0.0,0.0
11393,11393,1495926707823550467,2022-02-22 01:01:34+00:00,SamGunderson10,,23,1,0,Putin Has Already Used Trump and FoxNews to kill Hundreds of Thousands of Extra Americans with Antivax BS russiaukrainewar RussiaUkraineTension Ukraine UkraineCrisis ukrainerussia UkraineRussiaConflict Ukrainekrise Ukrainedoesnotattack,-1.0,negative,0.0,0.1
11394,11394,1495926596657725440,2022-02-22 01:01:08+00:00,SimonCambridge,,6,35,0,GaryLineker Well you better have a word with Putin see what he thinks of your tweet UkraineRussiaCrisis UkraineConflict UkraineCrisis PutinsWar Putin putinspeechUkraineInvasion ukrainerussia,-0.92,negative,0.5,0.5
11395,11395,1495926513706975236,2022-02-22 01:00:48+00:00,chris_avramidis,Thessaloniki,11646,18575,0,UkrWarReport Is this the video of Zelenskys speech Ukraine ukrainerussia,0.0,neutral,0.0,0.0
11397,11397,1495926280897900544,2022-02-22 00:59:52+00:00,JKeinengel,,0,1,0,Dont play chess with Vlad Hell claim your rooks your knights your towers ALL THE GOOD PIECESUkraineInvasion ukrainerussia Vladimir,-0.97,negative,0.7,0.6000000000000001
11398,11398,1495926251038646277,2022-02-22 00:59:45+00:00,Bake86J,,998,39,1,I remember when Biden said hed do severe sanctions if a single Russian military vehicle rolled over the Ukrainian border LIAR RussiaInvadedUkraine Putin Russia Ukraine ukrainerussia,-0.99,negative,-0.05714285714285714,0.10476190476190476
11399,11399,1495925101140795397,2022-02-22 00:55:11+00:00,ymediagroup,Canada,214,518,0,Canada strongly condemns Russias independence recognition to Ukraine breakaway regionsymedia Ukraine UkraineRussia KremlinRussiaE melaniejoly CanadaFP YudhvirJaswal,-0.86,negative,0.4333333333333333,0.7333333333333333
11401,11401,1495924078712176642,2022-02-22 00:51:07+00:00,djdittrich,"Lake City, Minnesota",174,50,0,RBReich Why does Putin think he can get away with declaring parts of Donbas as an independent stateJust because he is a dictatorThat would be like the US deciding it would declare parts of Canada or Mexico as independent I hope Ukraine DOES eventually join NATOUkraineRussia,0.17999999999999994,positive,0.0,0.125
11402,11402,1495923784028925953,2022-02-22 00:49:57+00:00,KrishnaChatta13,everywhere ,4571,2671,1,RussiaUkraineCrisis RussiaInvadedUkraine Russia UkraineRussiaCrisis Ukraina ukrainerussia NATO UK EU France Germany DONT MAKE India amp Pakistan like in 1947 PLEASE Outsiders move away they spoiled USSR family NO ANOTHER AfghanistanBE WISE MEET COVID19,-0.02,neutral,0.7,0.9
11406,11406,1495923363591696393,2022-02-22 00:48:17+00:00,techguyjack,,5,448,1,Current Events offered as a restructured memory Search by Artificial IntelligenceWars conflict conflictukraine military Kiev ukrainerussia AIArtwork aiartcommunity aiartists,-0.7,negative,-0.2333333333333333,0.5
11407,11407,1495923184817815556,2022-02-22 00:47:34+00:00,BrentMo75626317,,170,110,8,The same people who worry about Canada taking away the rights of truckers dont think we should help Ukraine Its interesting how people justify constancy errors in their beliefs when politics are involved UkraineRussiaConflict UkraineWar ukrainerussia CanadaTruckers2022,-1.0,negative,0.25,0.3125
11408,11408,1495923170779570178,2022-02-22 00:47:31+00:00,mint_captain,"Nimbasa City, Unova ",644,286,1,Its November 22 in RussiaAnd people are saying there is an invasion so looks like my meme was correctinvasion Russia RussiaUkraineConflict ww3 ukrainerussia UkraineRussiaCrisis,-0.94,negative,0.0,0.0
11409,11409,1495922891980161024,2022-02-22 00:46:25+00:00,HedquistPaul,San Diego; CA.,35,1,0,Our nation is being led by incompetent buffoons Kamala Harris is the most incompetent amp unqualified VP in history KamalaHarris msnbc cnn ForeignPolicy ForeignAffairs UkraineRussiaCrisis UkraineCrisis ukrainerussia UkraineConflict Democrats,-1.0,negative,-0.06666666666666665,0.41111111111111115
11410,11410,1495922802649620484,2022-02-22 00:46:03+00:00,ridsdaleishere,Middlesbrough,2250,1339,0,War is the most profitable of diseasesBelarus UkraineRussiaCrisis Ukraine ukrainerussia,-0.99,negative,0.5,0.5
11412,11412,1495922534746894336,2022-02-22 00:44:59+00:00,SamGunderson10,,23,1,0,Putin Has Already Used Trump and FoxNews to kill Hundreds of Thousands of Extra Americans with Antivax BS ukrainerussia UkraineRussiaConflict Ukrainekrise Ukrainedoesnotattack Ukrainekrise,-1.0,negative,0.0,0.1
11413,11413,1495922465842806786,2022-02-22 00:44:43+00:00,TrollULikeThis,Purgatory,193,14,0,Me partying on my way to WorldWarIII while the UkraineCrisis progressesworldwar3 UkraineInvasion ukrainerussia,-1.0,negative,0.0,0.0
11414,11414,1495922426986868736,2022-02-22 00:44:34+00:00,vitalikNotABot,,303,145,0,I wont be posting Ukrainian Military movement And you shouldnt either ukrainerussia StandWithUkraine PrayForUkraine,-0.37,neutral,-0.1,0.1
11415,11415,1495922118390951936,2022-02-22 00:43:20+00:00,onedarwinian,"Vancouver, Canada",1073,941,0,There were 42 known attempts to kill Hitler ukrainerussia,-1.0,negative,0.0,0.0
11418,11418,1495921830829465600,2022-02-22 00:42:12+00:00,SamGunderson10,,23,1,0,Putin Has Already Used Trump and FoxNews to kill Hundreds of Thousands of Extra Americans with Antivax BS Ukraine UkraineInvasion UkraineKonflikt ukrainerussia UkraineWillResist UkraineWar Ukrainekrise UkraineCrise Russia RussiaUkraine,-1.0,negative,0.0,0.1
11419,11419,1495921818816983040,2022-02-22 00:42:09+00:00,Nan74890775,"West Hollywood, CA",50,7,0,I am watching like Drew Whats going on in this fucking world again ukrainerussia UkraineCrisis,-1.0,negative,-0.6,0.8
11421,11421,1495920473800069120,2022-02-22 00:36:48+00:00,idearium,Auroville 🔆,2643,1889,1,Stop it UkraineCrissis UkraineRussia War UkraineConflict,-0.99,negative,0.0,0.0
11424,11424,1495919490667888644,2022-02-22 00:32:54+00:00,fxckbobby,pittsburgh,925,1330,2,BREAKING UkraineRussiaCrisis Russian troops artillery amp military equipment enter Ukraine Ukraine UkraineCrisis UkraineConflict ukrainerussia Ukraina UkraineInvasion Ukrainian,-0.82,negative,-0.05,0.05
11425,11425,1495918768245338113,2022-02-22 00:30:01+00:00,ScienceEvolves,"Boston, MA",769,1082,0,DLoesch iowahawkblog Sure could use one of those perfect phone calls between Presidents Trump Zelenskyy and Putin right about now UkraineRussiaCrisis UkraineConflict UkraineCrisis Ukraina ukrainerussia,-0.48,negative,0.5952380952380952,0.8082010582010581
11426,11426,1495918572589174784,2022-02-22 00:29:15+00:00,SamaelAccusator,Città Eterna,277,332,0,LucifersTweetz Are you already prepared for the game UkraineRussiaTime to open the Gates Id say before we get a pushing and shoving,-0.6799999999999999,negative,-0.2,0.45
11429,11429,1495918390162120704,2022-02-22 00:28:31+00:00,ZakirAkhter,pakistan ,4443,718,0,Footage obtained tonight by Le Figaro of Russia tanks headed in direction of Donetsk Ukraine following Putins order to send peacekeeping forcesDonbass Donetsk BREAKING Russia Russian Ukraine UkraineCrisis ukrainerussia Ukrainian UkraineConflict,-0.41,neutral,0.0,0.05
11432,11432,1495917664384032774,2022-02-22 00:25:38+00:00,TheUnicorn999,"California, USA",20229,22131,2,Putin is essentially declaring war with NATO He said that its madness that countries were allowed to leave the USSR Putin is an imperialist at heart Other breakaway Soviet republics both NATO allies and members are taking notice NATO PutinsWar Putin ukrainerussia,-1.0,negative,-0.0625,0.3375
11433,11433,1495917608306196482,2022-02-22 00:25:25+00:00,twilly18,can only use 30 characters!!!!,267,196,0,Ukraine UkraineRussiaCrisis ukrainerussia UkraineConflict UkraineWar What if Mexico and Canada decided to go to war with the understanding all of the fighting will be done in America,-1.0,negative,0.0,0.0
11435,11435,1495916093034147840,2022-02-22 00:19:24+00:00,KenobiOneObi,Worldwide,19,4,0,Say NO to Putin NATO UkraineConflict Ukraine UkraineCrisis ukrainerussia UkraineRussiaCrisis UkraineWar UkraineInvasion Germany USA UnitedKingdom France RussiaUkraineConflict RussiaUcraina Russia stopthewar stoptheinvasion,-0.88,negative,0.0,0.0
11437,11437,1495915818600783878,2022-02-22 00:18:18+00:00,BuyBitcoin16,,132,33,0,UkraineRussia RussiaUkraineConflict in a summary ukraine russia Basically zelensky ukraine president saidRussian army was already present in donetsk and lughansk so nothinf has changed There is no agression nor war Just legitimising what they already control,-0.98,negative,0.0,0.0
11438,11438,1495915671552761858,2022-02-22 00:17:43+00:00,BeyFirudin,,290,186,0,StateDept SecBlinken Why is JoeBiden in hideouts when Putin invades UkraineUkraineCrisis UkraineRussiaCrisis UkraineConflict UkraineInvasion ukrainerussia,-0.76,negative,0.0,0.0
11439,11439,1495915634248806400,2022-02-22 00:17:34+00:00,nftvnews,Odisha(India),2780,561,0,BreakingNewsRussia has recognized the independence of the Donetsk and Lugansk Peoples Republics President VladimirPutin has announced Donbass UkraineRussiaCrisis ukrainerussia UkraineKonflikt Ukraina Putin LPR DPR Luhansk,-0.52,negative,0.0,0.0
11440,11440,1495915475800313861,2022-02-22 00:16:56+00:00,CloudDomicile,,418,687,0,thornyredr0se No mercy for murderous Ukrainian regime for what theyve done to people of Donbas UkraineCrisis ukrainerussia,-0.96,negative,0.0,0.0
11441,11441,1495915086464049156,2022-02-22 00:15:24+00:00,SanderSyversen,Hemsedal 🇳🇴 ❤ 🇺🇦,815,43,0,After Russia invades Ukraine They are no longer Ukraine are they Is President Putin trying to bring back the Soviet Union UkraineConflict UkraineRussiaCrisis Ukraine Ukraina ukrainerussia,-0.97,negative,0.0,0.0
11443,11443,1495915033645449216,2022-02-22 00:15:11+00:00,Seagull079,Wurundjeri Land,302,134,0,Hypocrite Scum Morrison condemns Russias incursion into Ukraine He ONLY has an interest in Ukraine because of the US This is not our fight This fight is between USA amp Russia and the HATRED they have had for each otherUkraineRussia,-1.0,negative,-0.15,0.7
11444,11444,1495914930230509568,2022-02-22 00:14:46+00:00,ScienceEvolves,"Boston, MA",769,1082,0,Sure could use one of those perfect phone calls between Presidents Trump Zelenskyy and Putin right about now UkraineRussiaCrisis UkraineConflict UkraineCrisis Ukraina ukrainerussia,-0.52,negative,0.5952380952380952,0.8082010582010581
11450,11450,1495911937074475017,2022-02-22 00:02:53+00:00,MA40241717,,4,0,0,The situation in Ukraine has worsened in the last few hours What kind of steps will NATOEU and Ukraine take Hopefully diplomacy will find a solutionUkraine ukrainerussia UkraineCrisis,-1.0,negative,0.13333333333333333,0.35555555555555557
11453,11453,1495911419287642113,2022-02-22 00:00:49+00:00,fada_val,Nigeria,31,94,2,Contrasting picture in the capital of UkraineBREAKING UkraineConflict UkraineRussiaCrisis UkraineCrisis Ukraina UkraineInvasion ukrainerussia UkraineWar UkraineWillResist UkrainiansWillResist Ukrainedoesnotattack world news UPDATE Biden,-0.76,negative,0.0,0.0
11457,11457,1495910961978486785,2022-02-21 23:59:00+00:00,AngelWest,,35,7615,0,I wouldnt describe it as toetotoe with Vladimir Putin Unless his manhood looks like a toe BidengayforPutin Ukraina UkraineRussiaCrisis ukrainerussia RussiaInvadedUkraine,-0.9299999999999999,negative,0.0,0.0
11458,11458,1495910780864278533,2022-02-21 23:58:17+00:00,dsaba8,Afghanistan,262,175,2,word UkraineRussia Afghanistan,-0.01,neutral,0.0,0.0
11459,11459,1495909741264097281,2022-02-21 23:54:09+00:00,530postscript,"California, USA",172,404,0,Ukraine facing invasion fears with resolve AI5W Invasion Ukraine UkraineConflict Ukraina ukrainerussia,-0.91,negative,0.0,0.0
11460,11460,1495909551774011393,2022-02-21 23:53:24+00:00,LeniDiamond,Cascadia,771,4147,0,Ukraine never had a tradition of genuine statehood Vladimir Putin The world insisted upon decolonization in territories that never had a tradition of genuine statehood Putins reactionary great power chauvinism will never reverse the tide of history UkraineRussia,0.76,positive,0.5333333333333333,0.5833333333333334
11464,11464,1495909015490019331,2022-02-21 23:51:16+00:00,KenobiOneObi,Worldwide,19,4,0,I will soon see on Ukrainian soilAmerican sealsBritish SASFrance The Foreign LegionDo we have the same opinionUkraineConflict Ukraine UkraineCrisis UkraineInvasion ukrainerussia UkraineRussiaCrisis RussianAggression RussianColonialism WorldWarIII RussiaUcraina,-0.96,negative,-0.0625,0.125
11465,11465,1495908690574163970,2022-02-21 23:49:59+00:00,HomoConch,"Key West, FL",4113,3896,1,HomoConch Mellecon The UkraineRussia crisis started in 2014 when the US toppled Ukraines president installed a puppet ignited civil war Biden and Nuland had key roles Heres Nuland deciding whom to install,-1.0,negative,0.0,1.0
11466,11466,1495908488760934405,2022-02-21 23:49:11+00:00,Simolkaw,"Settat, Morocco",1630,926,2,Biden responded when Putin decided to recognize the independence of the two republics UkraineRussiaCrisisRussiaInvadedUkraineukrainerussia,-0.96,negative,0.0,0.0
11471,11471,1495906409573146624,2022-02-21 23:40:55+00:00,NFBS_News,,0,51,0,UkraineRussiaCrisis 3 US Air Force planes flying over Poland Also a Airplane thats unknown flying out of Kyiv Ukraine UkraineCrisis UkraineConflict UkraineInvasion UkraineInvasion ukrainerussia Ukraina UkraineWillResist,-0.77,negative,-0.1,0.6
11472,11472,1495906221635026944,2022-02-21 23:40:10+00:00,SandorDomjan1,"Sydney, New South Wales",274,93,0,The invasion of UkraineUkraineCrisis ukrainerussia Ukraina Russia USA,-0.96,negative,0.0,0.0
11473,11473,1495905902611898368,2022-02-21 23:38:54+00:00,Antovarx,,377,58,0,Who and how is googlemaps going to be editedRussiaUcraina RussiaUkraine Ucrainarussia ukrainerussia UkraineRussiaCrisis RussiaInvadedUkraine,-0.97,negative,0.0,0.0
11476,11476,1495905517016862731,2022-02-21 23:37:22+00:00,snappa_snappa,,358,109,1,When World War 3 is underway and you realize that none of these mofos are coming to save youUkraineRussiaCrisis Ukraine UkraineConflict UkraineCrisis UkraineInvasion ukrainerussia UkraineWar WorldWarIII,-1.0,negative,0.0,0.0
11484,11484,1495903315212787714,2022-02-21 23:28:37+00:00,AngelWest,,35,7615,0,You called this back in December SenTedCruzWheres Putins boyfriend Trump Biden and Putin are lovasukrainerussia UkraineCrisis UkraineWillResist Ukraina,-0.97,negative,0.0,0.0
11486,11486,1495902375395143684,2022-02-21 23:24:53+00:00,CloudDomicile,,418,687,0,Azov battalion right now ukrainerussia ukraine,0.01,neutral,0.2857142857142857,0.5357142857142857
11487,11487,1495901959416688642,2022-02-21 23:23:14+00:00,GreenPartyHello,USA,869,741,0,if these asinine racist white people were spreading diplomacy for 400 yrs like they shouldve been doing the whole world would be democratic we will lose our status bc of them VoteThemAllOutAsap UkraineRussiaCrisis Ukraine UkraineConflict UkraineCrisis ukrainerussia,-1.0,negative,0.1,0.2
11488,11488,1495901941368778755,2022-02-21 23:23:09+00:00,SandorDomjan1,"Sydney, New South Wales",274,93,0,Ukraine vs RussiaThe incompetency of Harris ripped again on world stage UkraineCrisis ukrainerussia Ukraina Russia USA,-0.99,negative,0.0,0.0
11492,11492,1495900776480514049,2022-02-21 23:18:32+00:00,Paulius_CBC,,614,124,0,No one wins at warukrainerussia ww3,-0.8,negative,0.3,0.2
11502,11502,1495895090992398339,2022-02-21 22:55:56+00:00,GruytersPaul,Melbourne.,368,110,0,Karvelas on ABC News Mornings claims Government attacks on Labor being a threat to national security are in its infancy Its a still birth Claims there is a long way to go with the strategy The morgue is down the corridor on the right ukrainerussia Morrison Libspill,-1.0,negative,0.0267195767195767,0.40820105820105823
11508,11508,1495893569646870535,2022-02-21 22:49:54+00:00,twilly18,can only use 30 characters!!!!,267,196,0,Ukraine UkraineRussiaCrisis ukrainerussia UkraineConflict UkraineWar do the people living in this apartment understand what could happen,-1.0,negative,0.0,0.0
11509,11509,1495893476118048780,2022-02-21 22:49:31+00:00,mkayg3,"Fingerlakes, Upstate, NY",5001,1898,7,maxseddon Another concern If Russia manages to sweep across Ukraine they will come up against the border with Moldova particularly the proRussian breakaway Transdniester region If Russia gets that far entry into Moldova is highly likelyUkraineRussiaCrisis Moldova ukrainerussia,-0.98,negative,0.14222222222222222,0.6244444444444444
11511,11511,1495893250233802757,2022-02-21 22:48:37+00:00,alienastromusic,Mars,308,1851,1,Ukraine Donbas Minsk Putin WWIII r begining of sorrowsIf u give a mouse a He will want a glass ofSignsofthetimesrnow Matt24KJV WWIII will nclude AncientAliens amp Others aliens n ufosUkraine UkraineRussiaCrisis UkraineInvasion ukrainerussia aliens ufos,-0.57,negative,0.0,0.0
11512,11512,1495892990279417856,2022-02-21 22:47:35+00:00,SashaNoble12,Northern Hemisphere,4599,545,2,Aww UK amp US are such good pals with UkraineNazis Cuuuuute UkraineRussiaCrisis USAstolemoneyfromafghan UkraineWar USAvNZL UkraineKonflikt UkraineRussiaConflict Ukrainerussiawar UkraineCrisis Ukrainenews ukrainerussia UkraineInvasion,-0.72,negative,0.3333333333333333,0.6666666666666666
11515,11515,1495892590432079883,2022-02-21 22:46:00+00:00,twilly18,can only use 30 characters!!!!,267,196,0,Ukraine UkraineRussiaCrisis ukrainerussia UkraineConflict UkraineWar hope all the people wanting war get what you wanthang in there,-1.0,negative,0.0,0.0
11516,11516,1495892058124750848,2022-02-21 22:43:53+00:00,MsGloPo,"Ashwood, Melbourne",42,7,0,Happy to see the UN has finished the scheduled maintenance of its website Not an ideal time to have the peak body of global governance offline glopo22 ukrainerussia,-0.8200000000000001,negative,0.5666666666666668,0.6666666666666666
11518,11518,1495891730230611969,2022-02-21 22:42:35+00:00,Assista28118413,,37,6,0,The war is already on the threshold of Ukraine do not pass by repostWarUkraineRussia UkraineRussia Putinvor NFTcharity NFTUkraine NFT NFTs NFTCommunity nftart via opensea,-1.0,negative,0.0,0.0
11520,11520,1495891595991953441,2022-02-21 22:42:03+00:00,rationalfinker,,386,317,0,The people pushing for war wont have to fight itUkraineRussia,-0.98,negative,0.0,0.0
11523,11523,1495891286485778433,2022-02-21 22:40:49+00:00,travelbully,Missouri,36755,37855,0,Walk Tall Stand Strong Ukraine ukrainerussia StandWithUkraine Ukraine,0.01,neutral,0.4333333333333333,0.7333333333333333
11524,11524,1495890794028359680,2022-02-21 22:38:52+00:00,NikkiBJaxx417,"St Charles, MD",4985,1966,0,Praying for the people of Ukraine ukrainerussia UkraineConflict,-0.95,negative,0.0,0.0
11525,11525,1495890779499282433,2022-02-21 22:38:48+00:00,Writtenbyfiona,,178,1389,64,Sending thoughts and prayersukrainerussia RussiaUkraineCrisis,-0.99,negative,0.0,0.0
11526,11526,1495890698746445828,2022-02-21 22:38:29+00:00,salehmuhammadn3,,27,197,7,Sweat more during peace bleed less during war Sun Tzu ukrainerussia UkraineConflict,-0.8099999999999999,negative,0.16666666666666669,0.2833333333333333
11531,11531,1495890133450903554,2022-02-21 22:36:14+00:00,JobayerArman,"Dhaka, Bangladesh",507,657,1,KremlinRussiaE recognises Ukraine rebel regions as independentDPR LPR UkraineRussiaCrisis UkraineConflict ukrainerussia Read more,-0.89,negative,0.5,0.5
11535,11535,1495889552241799178,2022-02-21 22:33:56+00:00,cmmsrbl,,147,77,1,Saw the best advice ever given from a Russian woman whos now a citizen quoted here a few days ago Announce to every Russian solder that if they defect they will receive full EU citizenship Putin wont have an army in a week ukrainerussia Moscow Putin,0.88,positive,0.22999999999999998,0.19
11536,11536,1495889382687088649,2022-02-21 22:33:15+00:00,travelbully,Missouri,36755,37855,0,Walk Tall UKRAINE ukrainerussia,0.0,neutral,0.0,0.0
11540,11540,1495888254616457219,2022-02-21 22:28:46+00:00,RepWalle,,10938,15555,0,Peace keeping troops Please Are they wearing blue UN helmets ukrainerussia txlege,0.07,neutral,0.0,0.1
11547,11547,1495885334705487883,2022-02-21 22:17:10+00:00,nelliebranco,"Toronto, Ontario, Canada",6605,11176,0,Trudeaus 8 PM Emergencies Act vote is going to get lost tonight UkraineRussia,-1.0,negative,0.0,0.0
11555,11555,1495882609024454666,2022-02-21 22:06:20+00:00,slz7ii,national league,15,19,0,just called my good mate Putin and told him of he doesnt back down Port Vale fans will be at his front door with their fake stoneys Putin will be backing down immediately ukrainerussia,-0.8400000000000001,negative,-0.022222222222222237,0.4355555555555556
11556,11556,1495882604465295361,2022-02-21 22:06:19+00:00,eye_peoples,,35,192,0,BreakingNews Russian troops and Tank entered DonetskUkraineConflict UkraineCrisis ukrainerussia UkraineInvasion Ukrain UkraineWar RussiaInvadedUkraine RussiaUkraineCrisis Russian UkraineRussiaCrisis Ukrainian Ukraina Russian Russia,-0.7,negative,0.0,0.0
11559,11559,1495881804095627264,2022-02-21 22:03:08+00:00,fab1231,United Kingdom,1527,2043,2,Fireworks Russian anthem mark celebrations in Donetsk as Putin signs decree to recognise the Peoples Republics of Donetsk and Lugansk RussiaDonbassUkraineRussiaUkraineCrisis Ukrainian ukrainerussiaJoin and Share,-0.1,neutral,0.0,0.0
